timestamp,tank_id,temp_c,do_mgL,ph,ammonia_mgL,turbidity_ntu,flow_Lmin
2026-03-03 17:40:00,T2,28.31,7.54,7.19,0.162,3.6,416.1
2026-05-14 07:50:00,T2,28.42,6.38,7.12,0.138,3.4,420.4
2026-04-12 22:40:00,T2,28.88,7.4,6.75,0.184,3.3,423.9
2026-04-06 22:20:00,T4,28.76,7.27,6.92,0.2,3.4,425.2
2026-03-11 21:50:00,T2,28.49,7.71,6.96,0.169,3.1,419.4
2026-04-23 07:20:00,T3,28.22,6.53,7.11,0.098,3.1,415.6
2026-05-14 17:30:00,T1,28.96,7.55,7.1,0.139,3.4,425.3
2026-04-12 02:40:00,T3,28.51,7.13,6.83,0.146,2.6,420.2
2026-04-21 07:10:00,T4,29.07,6.41,7.14,0.15,3.1,421.3
2026-04-15 22:00:00,T4,28.85,7.49,7.29,0.197,3.1,425.7
2026-03-25 05:50:00,T3,28.03,6.74,7.25,0.173,2.8,416.6
2026-05-16 21:50:00,T4,30.08,7.37,7.09,0.162,3.2,420.4
2026-04-30 08:20:00,T3,28.28,5.65,6.75,1.602,6.4,417.2
2026-04-05 13:20:00,T2,28.21,6.14,6.94,0.372,6.6,420.2
2026-05-03 17:40:00,T4,29.7,7.55,6.83,0.164,3.5,421.6
2026-05-22 18:30:00,T1,29.1,6.83,6.9,0.358,5.9,416.3
2026-04-21 01:00:00,T3,28.7,7.25,7.16,0.146,3.4,423.5
2026-03-23 05:20:00,T3,27.93,6.87,7.32,0.166,2.9,415.0
2026-03-23 20:50:00,T4,28.65,7.49,7.27,0.253,3.9,424.5
2026-05-23 00:10:00,T4,30.04,7.18,6.93,0.14,2.6,423.0
2026-03-01 18:20:00,T1,28.29,6.86,7.21,0.413,6.0,420.2
2026-05-02 07:50:00,T1,28.37,6.6,6.84,0.141,2.9,421.0
2026-05-18 15:10:00,T2,28.8,6.99,7.0,0.214,4.5,418.4
2026-03-18 08:10:00,T1,27.72,5.7,6.8,0.383,6.5,419.3
2026-05-10 18:40:00,T1,28.97,6.91,7.2,0.345,6.0,421.1
2026-04-16 19:00:00,T3,28.69,7.13,7.26,0.293,5.0,420.2
2026-03-29 00:10:00,T4,28.6,7.37,7.16,0.181,3.0,418.3
2026-05-17 10:00:00,T1,28.36,6.38,7.02,0.215,4.0,419.9
2026-04-20 07:50:00,T1,28.19,6.55,7.15,0.13,3.4,420.0
2026-03-09 09:50:00,T4,27.75,6.25,7.04,0.268,4.8,421.0
2026-03-08 07:30:00,T1,27.87,6.65,7.06,0.149,2.9,419.7
2026-03-21 21:00:00,T4,28.69,7.45,6.73,0.229,3.5,422.6
2026-04-29 23:30:00,T4,29.72,6.99,6.73,1.58,3.0,424.8
2026-04-13 11:50:00,T2,28.29,6.79,6.73,0.162,3.4,418.8
2026-04-27 10:30:00,T3,28.21,6.19,6.79,1.831,3.8,421.4
2026-03-30 16:40:00,T3,28.38,7.57,7.11,0.222,3.5,417.1
2026-04-25 12:50:00,T4,29.18,6.86,6.97,0.615,2.8,422.0
2026-04-11 20:40:00,T1,28.8,7.49,6.72,0.207,3.5,419.1
2026-04-08 21:50:00,T2,28.73,7.61,6.84,0.198,3.7,420.8
2026-03-01 01:50:00,T2,28.14,7.3,7.26,0.165,3.7,423.4
2026-03-03 00:30:00,T2,28.24,7.31,7.18,0.165,3.4,419.7
2026-04-28 06:10:00,T2,28.4,6.15,6.7,1.926,3.1,420.1
2026-03-06 08:50:00,T4,27.78,5.89,7.14,0.322,5.3,421.6
2026-04-12 11:30:00,T1,28.09,6.76,6.72,0.19,3.3,417.9
2026-03-21 19:10:00,T3,28.45,7.32,6.71,0.313,4.9,421.0
2026-03-24 21:10:00,T3,28.55,7.57,7.27,0.153,3.0,418.0
2026-04-28 20:00:00,T2,28.97,6.95,6.69,2.005,3.8,424.6
2026-05-17 13:10:00,T1,28.62,6.06,7.03,0.423,6.7,418.3
2026-03-30 10:40:00,T3,27.92,6.62,7.12,0.202,4.0,424.2
2026-03-07 18:30:00,T1,28.29,7.12,7.08,0.392,6.1,418.5
2026-03-11 07:50:00,T2,27.81,6.77,6.98,0.17,2.9,418.1
2026-03-15 10:10:00,T1,27.81,6.71,6.88,0.229,3.9,422.5
2026-04-25 04:30:00,T2,28.44,6.85,6.99,0.346,3.5,419.5
2026-03-23 04:40:00,T2,28.13,6.3,7.27,0.177,2.5,415.7
2026-05-04 21:40:00,T2,29.01,7.5,6.79,0.2,3.6,415.3
2026-04-03 21:50:00,T3,28.64,7.44,7.0,0.178,3.5,421.0
2026-03-13 00:50:00,T3,28.34,7.34,6.95,0.115,3.3,425.7
2026-04-09 05:50:00,T1,28.08,6.55,6.8,0.148,3.0,421.3
2026-05-09 19:30:00,T4,29.91,7.02,7.28,0.25,4.1,421.4
2026-03-01 13:50:00,T2,27.95,6.55,7.23,0.377,5.6,420.9
2026-04-14 04:00:00,T4,28.47,6.61,6.74,0.18,3.3,418.3
2026-03-26 03:50:00,T4,28.22,6.78,7.22,0.135,2.8,421.5
2026-04-14 04:40:00,T1,28.27,6.69,7.3,0.15,2.9,422.2
2026-03-11 18:40:00,T4,28.43,6.88,6.99,0.343,5.4,419.8
2026-05-01 17:10:00,T3,28.74,7.39,6.86,0.399,3.4,421.0
2026-05-20 22:20:00,T4,30.09,7.46,7.0,0.175,3.5,423.8
2026-03-04 11:10:00,T3,27.68,6.72,7.16,0.187,3.5,420.0
2026-05-14 02:10:00,T3,28.77,7.1,7.17,0.117,2.9,418.6
2026-05-07 13:00:00,T2,28.55,5.8,6.72,0.461,7.1,422.2
2026-04-27 07:50:00,T3,28.16,6.34,6.8,1.701,3.7,417.4
2026-03-01 15:40:00,T3,28.08,7.1,7.22,0.202,3.3,419.1
2026-05-02 05:00:00,T1,28.44,6.63,6.84,0.132,2.7,418.2
2026-04-09 15:30:00,T3,28.38,7.13,6.86,0.216,3.7,420.9
2026-03-04 13:50:00,T1,27.94,6.54,7.14,0.341,4.9,416.7
2026-04-21 17:30:00,T2,28.81,7.68,7.11,0.171,3.2,418.7
2026-03-16 02:30:00,T2,28.24,7.0,6.87,0.164,3.1,419.5
2026-05-23 02:30:00,T2,28.97,6.98,6.91,0.131,3.4,417.8
2026-03-26 08:10:00,T1,27.91,5.75,7.16,0.417,6.9,420.9
2026-05-05 15:10:00,T4,29.59,6.97,6.75,0.246,3.9,419.2
2026-04-27 07:20:00,T2,28.25,6.09,6.76,1.709,3.1,416.0
2026-03-10 05:00:00,T2,28.01,6.6,7.01,0.152,3.2,424.2
2026-03-11 18:20:00,T3,28.37,7.08,6.96,0.399,6.2,416.5
2026-03-05 21:20:00,T2,28.46,7.61,7.11,0.19,3.4,424.0
2026-03-23 00:40:00,T4,28.43,7.38,7.3,0.179,2.6,423.4
2026-03-24 15:10:00,T4,28.26,7.03,7.29,0.209,4.0,425.5
2026-05-19 08:00:00,T2,28.54,6.45,6.99,0.169,3.5,419.1
2026-03-20 01:00:00,T2,28.46,7.32,6.78,0.147,3.1,423.2
2026-03-13 09:20:00,T3,27.79,6.39,6.94,0.246,4.6,419.0
2026-04-15 22:50:00,T1,28.76,7.6,7.23,0.17,3.6,421.3
2026-04-05 06:10:00,T2,28.05,6.53,6.96,0.155,3.5,421.5
2026-04-10 01:00:00,T1,28.55,7.2,6.78,0.173,2.4,418.5
2026-03-07 16:10:00,T1,28.17,7.49,7.08,0.146,4.2,420.0
2026-03-05 08:10:00,T2,27.77,5.45,7.16,0.425,6.7,421.6
2026-04-13 03:10:00,T4,28.48,6.92,6.77,0.163,2.8,420.9
2026-04-27 20:50:00,T4,29.77,7.04,6.74,1.973,3.7,420.1
2026-05-22 08:50:00,T3,28.41,6.08,6.97,0.335,5.3,414.4
2026-05-16 19:00:00,T3,29.04,7.16,7.1,0.322,5.2,415.8
2026-03-27 07:30:00,T2,28.06,5.72,7.17,0.143,2.8,422.5
2026-05-14 10:50:00,T3,28.3,6.47,7.17,0.213,3.3,415.9
2026-04-24 07:30:00,T3,28.17,6.59,7.1,0.163,3.1,423.5
2026-05-16 19:30:00,T2,29.13,7.17,7.07,0.256,4.6,424.4
2026-03-31 14:50:00,T1,28.2,6.9,7.04,0.248,4.0,419.3
2026-04-09 05:00:00,T4,28.26,6.62,6.87,0.152,3.3,425.3
2026-03-28 19:30:00,T4,28.64,7.18,7.17,0.251,4.5,424.2
2026-05-04 04:10:00,T1,28.57,6.7,6.79,0.15,2.5,420.7
2026-05-11 01:00:00,T1,28.95,7.28,7.17,0.14,3.0,414.0
2026-04-01 05:30:00,T2,28.08,5.28,7.02,0.162,3.7,418.6
2026-03-16 04:40:00,T2,28.0,6.85,6.88,0.181,3.1,418.7
2026-04-26 14:40:00,T4,29.42,6.43,6.82,1.458,4.7,422.7
2026-04-05 23:30:00,T4,28.77,7.45,6.94,0.165,3.0,420.8
2026-03-08 20:20:00,T1,28.37,7.65,7.07,0.2,3.3,422.6
2026-03-17 22:40:00,T4,28.53,7.49,6.82,0.155,3.6,427.6
2026-03-30 00:50:00,T1,28.48,7.38,7.07,0.169,3.2,420.2
2026-03-01 04:20:00,T4,27.92,6.97,7.27,0.164,3.0,416.2
2026-04-20 07:00:00,T2,28.15,6.53,7.16,0.136,3.0,418.4
2026-03-26 18:50:00,T1,28.55,6.86,7.14,0.31,5.1,422.0
2026-04-12 06:40:00,T1,28.22,6.6,6.74,0.172,3.6,419.7
2026-03-06 21:10:00,T1,28.44,7.54,7.09,0.177,3.4,421.8
2026-03-16 07:40:00,T2,27.82,6.55,6.86,0.198,2.7,420.6
2026-04-28 01:00:00,T1,28.86,6.9,6.71,1.935,2.8,422.4
2026-03-05 10:30:00,T3,27.72,6.52,7.14,0.182,3.8,422.8
2026-03-03 00:50:00,T2,28.21,7.14,7.2,0.143,3.3,422.7
2026-05-05 23:20:00,T2,29.03,7.42,6.78,0.171,3.1,423.9
2026-03-13 13:30:00,T4,28.04,6.13,6.93,0.387,6.0,425.5
2026-04-12 00:30:00,T4,28.75,7.34,6.78,0.14,2.9,422.8
2026-04-06 13:40:00,T1,28.16,6.43,6.86,0.324,5.5,421.1
2026-04-01 00:10:00,T4,28.72,7.25,7.1,0.19,3.2,421.4
2026-05-16 13:00:00,T4,29.48,5.81,7.07,0.448,6.7,423.6
2026-05-06 20:10:00,T2,29.06,7.26,6.75,0.237,3.5,420.7
2026-05-13 18:50:00,T1,29.11,7.0,7.11,0.361,5.2,420.8
2026-03-25 04:10:00,T1,28.18,6.86,7.2,0.162,3.1,424.2
2026-04-28 10:10:00,T3,28.13,6.04,6.74,2.02,3.6,421.4
2026-04-15 08:10:00,T4,28.23,5.42,6.71,0.431,6.9,426.3
2026-03-25 13:20:00,T3,28.08,6.27,7.26,0.363,6.5,418.2
2026-03-01 09:40:00,T3,27.7,6.56,7.24,0.24,4.0,423.6
2026-04-24 07:10:00,T4,29.05,6.63,7.09,0.141,2.9,422.8
2026-05-12 15:00:00,T3,28.69,7.13,7.21,0.203,4.2,416.7
2026-03-17 02:10:00,T3,28.25,7.19,6.84,0.135,2.5,422.8
2026-05-15 15:10:00,T2,28.9,7.0,7.08,0.253,4.2,417.4
2026-03-11 01:10:00,T2,28.28,7.31,7.0,0.159,3.6,422.8
2026-03-10 08:00:00,T3,27.71,5.67,7.01,0.392,6.6,421.2
2026-03-26 13:10:00,T1,28.09,6.12,7.14,0.436,7.0,417.3
2026-05-26 23:40:00,T4,29.97,7.28,6.83,0.168,3.2,425.8
2026-03-28 20:00:00,T2,28.72,6.4,7.11,0.237,3.9,420.3
2026-03-30 02:50:00,T1,28.26,7.06,7.07,0.137,3.0,418.7
2026-04-03 21:00:00,T2,28.69,7.49,6.95,0.196,3.8,420.2
2026-04-15 21:10:00,T4,28.93,7.52,7.28,0.221,3.9,423.7
2026-05-29 02:20:00,T1,28.86,7.09,6.72,0.181,3.1,418.6
2026-03-18 13:00:00,T2,28.06,5.77,6.8,0.43,7.4,422.3
2026-04-14 01:20:00,T3,28.6,7.18,6.72,0.141,2.5,421.8
2026-03-28 10:10:00,T2,27.97,5.48,7.13,0.237,4.4,418.0
2026-05-26 07:00:00,T2,28.63,6.49,6.84,0.16,3.3,424.0
2026-04-10 00:40:00,T2,28.74,7.08,6.81,0.187,3.0,422.2
2026-04-06 22:20:00,T2,28.77,7.45,6.9,0.167,3.9,423.1
2026-05-09 08:10:00,T2,28.4,5.69,7.26,0.436,6.6,422.5
2026-05-23 09:50:00,T1,28.5,6.26,6.89,0.238,3.9,423.1
2026-04-07 23:50:00,T3,28.54,7.52,6.9,0.134,3.1,419.3
2026-04-03 14:10:00,T3,28.27,6.71,7.0,0.298,5.4,419.1
2026-05-15 17:10:00,T4,29.8,7.43,7.12,0.133,3.2,420.1
2026-03-30 05:30:00,T3,27.99,6.73,7.13,0.155,3.0,420.5
2026-05-19 09:10:00,T3,28.41,6.12,7.03,0.268,4.9,419.1
2026-05-16 23:50:00,T4,29.94,7.33,7.08,0.203,3.0,421.9
2026-05-08 22:10:00,T3,29.0,7.46,6.71,0.184,3.6,416.8
2026-03-20 02:40:00,T4,28.36,6.88,6.77,0.208,3.2,423.3
2026-05-23 12:00:00,T1,28.61,6.76,6.88,0.214,3.5,416.0
2026-04-08 04:50:00,T2,28.16,6.69,6.87,0.132,3.0,420.5
2026-04-12 12:20:00,T4,28.25,6.82,6.78,0.144,3.2,421.2
2026-05-11 20:50:00,T1,29.07,7.42,7.16,0.208,3.9,418.2
2026-03-18 05:20:00,T4,28.0,6.62,6.83,0.146,3.4,423.7
2026-03-05 10:50:00,T3,27.68,6.75,7.12,0.182,4.1,417.5
2026-04-02 05:40:00,T3,27.98,6.75,7.04,0.123,2.6,421.3
2026-04-25 01:50:00,T3,28.7,7.21,7.04,0.2,3.6,419.8
2026-04-10 06:50:00,T2,28.08,6.61,6.81,0.134,3.0,422.1
2026-03-09 22:10:00,T2,28.47,7.44,7.03,0.187,3.7,415.7
2026-03-17 23:00:00,T1,28.41,7.54,6.83,0.174,3.2,421.3
2026-04-14 16:00:00,T2,28.57,7.27,7.31,0.217,3.5,421.0
2026-05-27 00:30:00,T2,29.06,7.19,6.79,0.163,3.5,420.4
2026-04-30 05:20:00,T3,28.45,6.34,6.75,1.412,2.8,417.7
2026-05-08 10:10:00,T3,28.21,6.52,6.74,0.206,3.9,420.0
2026-04-05 19:00:00,T3,28.68,7.28,6.97,0.299,5.2,418.8
2026-05-28 22:50:00,T3,29.22,7.47,6.79,0.129,3.5,416.1
2026-03-24 09:20:00,T2,27.91,5.78,7.24,0.316,5.1,423.4
2026-04-10 10:10:00,T2,28.11,6.38,6.82,0.216,3.5,415.9
2026-04-11 11:40:00,T2,28.28,6.79,6.79,0.171,3.3,422.4
2026-05-27 10:10:00,T4,29.36,6.23,6.81,0.238,4.0,424.2
2026-05-25 20:30:00,T1,29.23,7.44,6.83,0.186,3.2,420.0
2026-03-20 04:00:00,T4,28.23,6.82,6.77,0.179,2.4,419.9
2026-05-16 20:40:00,T3,29.07,7.57,7.11,0.19,3.5,417.8
2026-04-20 21:30:00,T4,29.72,7.37,7.14,0.156,3.3,419.0
2026-05-23 00:50:00,T2,28.91,7.23,6.89,0.137,3.3,424.1
2026-03-23 11:50:00,T4,28.0,6.75,7.29,0.213,3.2,421.4
2026-05-23 08:10:00,T2,28.57,5.56,6.88,0.427,6.7,416.5
2026-04-28 15:30:00,T3,28.65,6.8,6.74,1.989,3.8,416.8
2026-05-01 12:00:00,T2,28.4,6.7,6.81,0.596,3.3,420.5
2026-04-23 02:20:00,T1,28.48,7.03,7.07,0.172,3.1,421.6
2026-03-17 07:40:00,T3,27.86,6.38,6.82,0.173,2.8,415.8
2026-03-13 23:10:00,T2,28.41,7.45,6.92,0.185,3.5,424.0
2026-03-22 19:10:00,T3,28.54,7.43,7.32,0.311,5.2,418.5
2026-05-12 03:10:00,T2,28.75,6.63,7.18,0.138,3.1,415.2
2026-04-12 21:20:00,T3,28.75,7.61,6.83,0.209,3.8,421.2
2026-05-23 00:20:00,T2,29.08,7.32,6.92,0.162,2.8,422.2
2026-05-06 13:00:00,T4,29.33,5.89,6.74,0.484,7.3,425.2
2026-03-03 14:00:00,T1,27.97,6.77,7.18,0.304,5.1,415.7
2026-05-03 17:40:00,T3,28.91,7.52,6.82,0.198,3.2,419.7
2026-04-03 06:40:00,T1,28.08,6.53,6.94,0.141,2.9,418.4
2026-03-29 23:40:00,T1,28.49,7.41,7.06,0.118,3.1,426.0
2026-04-04 23:30:00,T2,28.64,7.49,6.93,0.144,3.2,422.3
2026-03-01 03:20:00,T3,27.94,6.93,7.21,0.148,2.6,417.5
2026-05-02 12:50:00,T2,28.44,6.8,6.85,0.215,3.4,416.5
2026-03-08 07:40:00,T4,27.86,6.55,7.08,0.166,3.5,422.9
2026-03-31 22:00:00,T3,28.68,7.6,7.07,0.146,3.2,420.5
2026-03-08 20:00:00,T1,28.4,7.57,7.06,0.217,4.0,418.3
2026-03-26 14:00:00,T3,28.05,6.76,7.22,0.332,4.7,420.8
2026-04-15 19:00:00,T2,28.73,7.16,7.29,0.318,4.9,420.3
2026-05-23 16:40:00,T1,29.11,7.33,6.86,0.154,3.1,424.0
2026-03-04 05:20:00,T2,27.78,6.76,7.18,0.152,2.5,422.6
2026-03-06 13:00:00,T3,27.81,6.21,7.1,0.452,6.9,419.3
2026-03-24 10:40:00,T2,27.97,6.18,7.25,0.191,4.0,424.4
2026-05-26 16:00:00,T3,28.88,7.21,6.87,0.219,4.0,419.6
2026-03-13 08:40:00,T1,27.81,6.02,6.94,0.352,5.8,423.0
2026-04-05 23:00:00,T1,28.57,7.32,6.9,0.165,3.4,422.7
2026-05-23 10:10:00,T3,28.47,6.38,6.92,0.207,3.9,421.4
2026-03-30 16:40:00,T1,28.48,7.41,7.06,0.215,3.3,414.6
2026-04-10 04:50:00,T4,28.38,6.69,6.84,0.158,2.4,422.4
2026-04-21 13:30:00,T4,29.29,6.36,7.15,0.366,5.9,423.2
2026-05-21 12:30:00,T3,28.52,6.88,6.97,0.17,3.1,418.9
2026-04-28 19:30:00,T2,28.99,6.91,6.68,2.036,4.9,417.6
2026-03-30 20:00:00,T3,28.59,7.44,7.12,0.226,3.8,418.8
2026-05-10 04:30:00,T3,28.57,6.7,7.26,0.116,3.5,421.8
2026-03-07 17:40:00,T1,28.27,7.65,7.07,0.177,3.0,419.1
2026-04-06 05:50:00,T2,28.15,6.71,6.93,0.149,3.4,418.6
2026-05-14 18:30:00,T1,29.06,6.89,7.1,0.378,5.5,419.0
2026-05-14 03:30:00,T2,28.78,6.78,7.13,0.167,3.3,420.3
2026-03-16 06:50:00,T1,27.85,6.57,6.85,0.146,3.2,420.4
2026-05-17 19:30:00,T4,30.0,7.11,7.07,0.24,4.2,421.9
2026-04-08 12:10:00,T4,28.15,6.8,6.9,0.191,3.7,420.1
2026-03-16 23:50:00,T4,28.43,7.38,6.85,0.133,2.9,417.2
2026-05-06 22:40:00,T3,28.99,7.54,6.75,0.155,3.1,427.1
2026-03-03 17:50:00,T3,28.23,7.67,7.17,0.196,3.3,418.5
2026-04-02 20:50:00,T2,28.71,5.96,6.99,0.196,4.0,418.2
2026-05-19 17:30:00,T2,29.14,7.39,6.99,0.172,3.2,422.2
2026-05-29 12:00:00,T2,28.64,6.57,6.73,0.212,3.4,421.4
2026-05-11 19:40:00,T4,29.93,7.15,7.21,0.276,4.8,419.6
2026-04-09 20:20:00,T3,28.61,7.57,6.86,0.222,3.6,418.3
2026-03-12 12:30:00,T1,27.9,6.92,6.97,0.207,2.9,419.2
2026-04-02 04:10:00,T2,28.23,5.33,7.03,0.132,3.2,421.8
2026-03-02 13:50:00,T1,28.0,6.65,7.21,0.325,5.0,417.9
2026-03-13 20:20:00,T3,28.47,7.53,6.93,0.217,3.7,420.3
2026-04-21 21:40:00,T4,29.63,7.4,7.12,0.174,2.5,422.2
2026-03-08 10:40:00,T3,27.7,6.69,7.06,0.215,3.9,421.1
2026-03-31 09:30:00,T1,27.95,6.34,7.04,0.262,4.0,417.7
2026-05-15 13:10:00,T3,28.57,6.3,7.13,0.445,6.9,423.9
2026-04-22 21:30:00,T2,28.98,7.36,7.1,0.199,3.5,424.1
2026-04-12 21:20:00,T2,28.81,7.52,6.74,0.177,3.6,419.4
2026-03-14 21:20:00,T2,28.48,7.65,6.89,0.199,3.4,423.1
2026-05-14 15:50:00,T2,28.77,7.13,7.13,0.224,3.7,416.8
2026-03-06 11:00:00,T1,27.75,6.78,7.11,0.219,3.1,418.2
2026-04-06 16:00:00,T4,28.48,7.15,6.93,0.193,3.6,419.8
2026-05-20 02:10:00,T2,28.98,6.95,6.99,0.154,3.1,420.0
2026-05-14 09:40:00,T4,29.29,6.12,7.17,0.248,3.6,422.1
2026-03-20 09:30:00,T3,27.76,6.26,6.75,0.254,4.2,418.7
2026-03-09 14:00:00,T2,28.1,6.8,7.05,0.341,5.2,423.5
2026-03-30 16:20:00,T4,28.51,7.24,7.11,0.184,3.9,420.2
2026-04-17 07:00:00,T1,28.18,6.62,7.21,0.152,2.9,420.8
2026-05-20 01:50:00,T3,28.91,7.15,7.04,0.166,2.9,421.0
2026-04-05 09:20:00,T1,28.06,6.22,6.89,0.256,4.7,418.2
2026-04-22 07:20:00,T4,29.03,6.72,7.12,0.189,3.1,424.2
2026-03-02 20:40:00,T1,28.36,7.47,7.19,0.215,3.8,416.3
2026-05-08 04:30:00,T3,28.5,6.79,6.75,0.162,2.7,420.5
2026-04-26 01:20:00,T4,29.61,6.92,6.91,1.0,3.3,419.7
2026-04-26 13:20:00,T3,28.39,6.04,6.85,1.544,5.6,415.2
2026-05-10 13:20:00,T3,28.5,6.27,7.28,0.395,6.1,422.3
2026-03-19 14:20:00,T4,28.18,6.71,6.79,0.3,4.7,415.7
2026-05-21 06:30:00,T1,28.57,6.45,6.94,0.128,2.8,418.9
2026-04-14 09:20:00,T3,28.01,6.31,6.75,0.318,4.4,423.2
2026-04-02 04:20:00,T3,28.18,6.74,7.05,0.169,3.2,423.8
2026-05-20 04:40:00,T1,28.62,6.82,6.94,0.148,3.2,419.9
2026-04-18 22:30:00,T3,28.76,7.44,7.2,0.17,3.8,417.7
2026-03-31 02:10:00,T2,28.45,5.63,7.08,0.162,3.0,424.7
2026-05-25 09:40:00,T3,28.5,6.32,6.88,0.221,3.8,421.9
2026-03-19 10:40:00,T3,27.89,6.55,6.77,0.177,3.9,418.8
2026-04-17 23:30:00,T2,28.75,7.43,7.21,0.19,3.2,417.6
2026-04-02 18:50:00,T2,28.7,5.54,7.0,0.368,5.9,420.3
2026-05-20 03:10:00,T3,28.86,6.8,7.02,0.147,3.0,421.0
2026-03-20 21:10:00,T2,28.51,7.51,6.75,0.163,3.5,422.7
2026-03-14 18:40:00,T3,28.43,6.98,6.89,0.323,5.2,416.2
2026-04-28 18:30:00,T1,28.85,6.54,6.68,2.132,6.1,425.8
2026-03-26 08:10:00,T3,27.91,5.77,7.2,0.429,6.7,419.1
2026-04-16 04:10:00,T2,28.33,6.91,7.28,0.152,2.8,423.1
2026-03-06 05:40:00,T4,27.89,6.71,7.13,0.208,3.3,422.0
2026-04-14 21:30:00,T2,28.94,7.51,7.32,0.15,2.9,420.7
2026-04-04 09:20:00,T3,28.05,6.31,7.0,0.271,5.0,415.7
2026-05-15 13:50:00,T2,28.78,6.26,7.1,0.283,5.5,420.7
2026-04-03 00:10:00,T4,28.6,7.37,7.02,0.193,2.8,423.0
2026-03-28 09:10:00,T3,27.84,6.24,7.17,0.294,4.8,418.1
2026-03-27 23:20:00,T3,28.54,7.52,7.19,0.177,3.1,415.8
2026-03-30 19:40:00,T2,28.67,6.11,7.09,0.285,4.3,419.5
2026-05-01 03:30:00,T4,29.36,6.68,6.79,0.826,2.6,417.1
2026-05-18 21:10:00,T2,29.21,7.29,7.0,0.202,3.6,418.1
2026-04-12 08:40:00,T4,28.17,5.74,6.77,0.349,5.7,420.2
2026-05-23 14:00:00,T4,29.64,6.34,6.94,0.326,5.0,416.7
2026-05-15 04:10:00,T4,29.54,6.85,7.13,0.154,3.1,422.8
2026-03-26 09:10:00,T4,27.98,5.98,7.21,0.278,4.9,421.8
2026-05-20 19:10:00,T3,29.12,7.15,7.02,0.288,4.5,421.1
2026-05-13 00:20:00,T4,29.74,7.25,7.18,0.17,2.9,421.9
2026-03-15 15:20:00,T4,28.24,7.12,6.89,0.245,4.0,421.6
2026-04-19 23:40:00,T1,28.71,7.18,7.13,0.16,3.2,417.7
2026-04-07 23:10:00,T2,28.75,7.44,6.86,0.149,3.6,425.0
2026-05-13 04:20:00,T1,28.59,6.83,7.14,0.146,3.1,423.2
2026-04-15 02:20:00,T1,28.52,6.88,7.27,0.164,2.9,418.8
2026-04-02 18:20:00,T3,28.49,6.94,7.03,0.436,6.3,421.9
2026-05-17 10:30:00,T4,29.34,6.37,7.08,0.199,3.9,424.2
2026-05-07 17:50:00,T1,28.99,7.59,7.28,0.181,3.2,418.5
2026-05-02 06:40:00,T4,29.22,6.68,6.87,0.175,2.9,422.9
2026-03-25 00:00:00,T1,28.5,7.37,7.22,0.151,3.1,424.3
2026-05-19 12:30:00,T2,28.64,6.82,6.99,0.214,3.1,420.1
2026-05-21 13:50:00,T3,28.6,6.46,6.99,0.301,5.0,414.4
2026-05-06 14:30:00,T4,29.42,6.55,6.74,0.288,4.7,421.3
2026-04-04 15:00:00,T4,28.45,6.96,6.99,0.264,3.8,421.5
2026-05-26 18:20:00,T3,29.06,6.88,6.83,0.42,5.7,422.5
2026-04-19 11:50:00,T2,28.19,6.79,7.19,0.186,4.0,417.6
2026-04-22 16:20:00,T2,28.64,7.38,7.1,0.185,3.6,419.0
2026-03-10 19:40:00,T1,28.49,7.43,7.02,0.3,4.5,417.3
2026-04-05 17:40:00,T1,28.65,7.66,6.9,0.17,3.1,423.3
2026-05-03 02:50:00,T2,28.64,6.9,6.85,0.153,2.7,420.5
2026-04-15 05:30:00,T4,28.3,6.64,6.71,0.14,2.9,421.7
2026-05-09 18:00:00,T1,28.92,6.62,7.24,0.46,6.1,420.7
2026-04-23 18:00:00,T2,28.82,6.41,7.07,0.443,7.2,423.7
2026-04-07 05:20:00,T3,28.09,6.68,6.91,0.118,2.6,420.2
2026-05-26 17:40:00,T1,29.19,7.47,6.79,0.123,3.1,420.7
2026-03-21 16:00:00,T1,28.25,7.43,6.73,0.205,3.6,419.8
2026-04-16 21:50:00,T1,28.83,7.49,7.22,0.169,3.9,419.8
2026-03-20 01:40:00,T4,28.41,7.05,6.79,0.167,3.8,427.3
2026-03-30 22:20:00,T1,28.64,7.49,7.06,0.185,3.6,421.2
2026-03-09 13:20:00,T4,28.04,6.11,7.03,0.401,6.2,423.7
2026-05-26 13:40:00,T1,28.71,6.46,6.8,0.378,5.5,420.0
2026-04-17 06:30:00,T3,28.11,6.59,7.26,0.126,3.1,418.4
2026-03-17 14:00:00,T2,28.13,6.57,6.84,0.303,5.8,417.7
2026-03-11 08:30:00,T3,27.68,6.03,6.99,0.346,6.1,417.7
2026-03-09 09:10:00,T3,27.77,6.19,7.02,0.286,4.4,421.1
2026-03-08 07:20:00,T3,27.7,6.59,7.06,0.13,2.4,419.7
2026-05-20 11:50:00,T2,28.65,6.61,6.97,0.152,3.6,418.6
2026-03-01 04:50:00,T1,27.86,6.78,7.23,0.163,2.6,423.8
2026-04-12 03:10:00,T4,28.52,6.88,6.81,0.175,3.5,422.6
2026-03-24 00:10:00,T3,28.47,7.39,7.28,0.159,3.0,419.3
2026-04-17 01:20:00,T4,28.79,7.21,7.24,0.148,3.4,423.9
2026-03-17 04:00:00,T4,28.08,6.78,6.85,0.154,3.1,422.8
2026-03-24 06:20:00,T3,27.94,6.62,7.29,0.154,3.0,419.9
